"","table_no","p_value","exp_nurse_p","exp_nurse_a","exp_bare_p","exp_bare_a","res_nurse_p","res_nurse_a","res_bare_p","res_bare_a","site_ID","ID","graz","aridity","species","nurse_p","nurse_a","bare_p","bare_a","association"
"1671",1671,1,0.5,0.5,43.5,43.5,-0.707106781186547,0.707106781186547,0.0758098043578903,-0.0758098043578903,"84","274","1","0.7474","Helianthemum marifolium",0,44,1,43,"too_rare"
"1672",1672,1,1.5,1.5,42.5,42.5,-0.408248290463863,0.408248290463863,0.076696498884737,-0.076696498884737,"84","274","1","0.7474","Astragalus incanus",1,43,2,42,"too_rare"
"1673",1673,1,0.5,0.5,43.5,43.5,-0.707106781186547,0.707106781186547,0.0758098043578903,-0.0758098043578903,"84","274","1","0.7474","Teucrium gnaphalodes",0,44,1,43,"too_rare"
"1674",1674,0.313616298603415,5,5,39,39,0.894427190999916,-0.894427190999916,-0.320256307610174,0.320256307610174,"84","274","1","0.7474","Helianthemum rotundifolium",7,37,3,41,"neutral"
"1675",1675,1,1,1,43,43,0,0,0,0,"84","274","1","0.7474","Helianthemum squamatum",1,43,1,43,"too_rare"
"1676",1676,1,0.5,0.5,43.5,43.5,-0.707106781186547,0.707106781186547,0.0758098043578903,-0.0758098043578903,"84","274","1","0.7474","Genista scorpius",0,44,1,43,"too_rare"
"1677",1677,0.474434995523743,1,1,43,43,1,-1,-0.152498570332605,0.152498570332605,"84","274","1","0.7474","Linum suffruticosum",2,42,0,44,"too_rare"
"1678",1678,1,0.5,0.5,43.5,43.5,0.707106781186547,-0.707106781186547,-0.0758098043578903,0.0758098043578903,"84","274","1","0.7474","Gypsophila",1,43,0,44,"too_rare"
"1679",1679,0.421570496943999,11,11,19,19,-0.603022689155527,0.603022689155527,0.458831467741123,-0.458831467741123,"89","289","3","0.8575","Thymus",9,21,13,17,"neutral"
"1680",1680,0.0190410936110851,13,13,17,17,-1.38675049056307,1.38675049056307,1.21267812518166,-1.21267812518166,"89","289","3","0.8575","Lavandula multifida",8,22,18,12,"bare"
"1681",1681,0.472020809129022,1,1,29,29,1,-1,-0.185695338177052,0.185695338177052,"89","289","3","0.8575","Teucrium sp1",2,28,0,30,"too_rare"
"1682",1682,1,2,2,28,28,0,0,0,0,"89","289","3","0.8575","Phlomis lychnitis",2,28,2,28,"too_rare"
"1683",1683,0.0121779259417221,6.5,6.5,23.5,23.5,1.76504521624366,-1.76504521624366,-0.928279121632914,0.928279121632914,"89","289","3","0.8575","Stipa",11,19,2,28,"nurse"
"1684",1684,0.472020809129022,1,1,29,29,1,-1,-0.185695338177052,0.185695338177052,"89","289","3","0.8575","Lycium",2,28,0,30,"too_rare"
"1685",1685,0.236136970221653,1.5,1.5,28.5,28.5,1.22474487139159,-1.22474487139159,-0.280975743474508,0.280975743474508,"89","289","3","0.8575","Phlomis purpurea",3,27,0,30,"too_rare"
"1686",1686,0.472020809129022,1,1,29,29,1,-1,-0.185695338177052,0.185695338177052,"89","289","3","0.8575","Teucrium",2,28,0,30,"too_rare"
"1687",1687,1,2.5,2.5,27.5,27.5,0.316227766016838,-0.316227766016838,-0.0953462589245592,0.0953462589245592,"89","289","3","0.8575","Asparagus horridus",3,27,2,28,"too_rare"
"1688",1688,0.120507369086655,2,2,28,28,-1.41421356237309,1.41421356237309,0.377964473009227,-0.377964473009227,"89","289","3","0.8575","Tussock sp.",0,30,4,26,"too_rare"
"1689",1689,0.350201389179296,2.5,2.5,27.5,27.5,-0.948683298050514,0.948683298050514,0.286038776773678,-0.286038776773678,"89","289","3","0.8575","Phagnalon sp.",1,29,4,26,"too_rare"
"1690",1690,0.472020809129022,1,1,29,29,1,-1,-0.185695338177052,0.185695338177052,"89","289","3","0.8575","Rhamnus",2,28,0,30,"too_rare"
"1691",1691,0.472020809129022,1,1,29,29,1,-1,-0.185695338177052,0.185695338177052,"89","289","3","0.8575","Palmito",2,28,0,30,"too_rare"
"1692",1692,1,3,3,27,27,0,0,0,0,"89","289","3","0.8575","Launaea lanifera",3,27,3,27,"too_rare"
"1693",1693,1,0.5,0.5,29.5,29.5,-0.707106781186547,0.707106781186547,0.0920574617898323,-0.0920574617898323,"89","289","3","0.8575","Teucrium sp2",0,30,1,29,"too_rare"
"1694",1694,0.158956311879403,9,9,21,21,1,-1,-0.654653670707977,0.654653670707977,"89","290","2","0.8531","Thymus",12,18,6,24,"neutral"
"1695",1695,1,3.5,3.5,26.5,26.5,0.267261241912424,-0.267261241912424,-0.0971285862357264,0.0971285862357264,"89","290","2","0.8531","Launaea lanifera",4,26,3,27,"too_rare"
"1696",1696,0.530831947592649,6.5,6.5,23.5,23.5,-0.588348405414552,0.588348405414552,0.309426373877638,-0.309426373877638,"89","290","2","0.8531","Lavandula multifida",5,25,8,22,"neutral"
"1697",1697,0.0832645166635506,5,5,25,25,1.34164078649987,-1.34164078649987,-0.6,0.6,"89","290","2","0.8531","Teucrium sp2",8,22,2,28,"neutral"
"1698",1698,1,0.5,0.5,29.5,29.5,0.707106781186547,-0.707106781186547,-0.0920574617898323,0.0920574617898323,"89","290","2","0.8531","Asparagus",1,29,0,30,"too_rare"
"1699",1699,0.729034489538804,5,5,25,25,0.447213595499958,-0.447213595499958,-0.2,0.2,"89","290","2","0.8531","Launaea",6,24,4,26,"neutral"
"1700",1700,0.472020809129022,1,1,29,29,1,-1,-0.185695338177052,0.185695338177052,"89","290","2","0.8531","Asparagus horridus",2,28,0,30,"too_rare"
"1701",1701,0.472020809129022,1,1,29,29,1,-1,-0.185695338177052,0.185695338177052,"89","290","2","0.8531","Phagnalon sp.",2,28,0,30,"too_rare"
"1702",1702,1,0.5,0.5,29.5,29.5,0.707106781186547,-0.707106781186547,-0.0920574617898323,0.0920574617898323,"89","290","2","0.8531","Lavandula latifolia",1,29,0,30,"too_rare"
"1703",1703,1,1,1,29,29,0,0,0,0,"89","290","2","0.8531","Lavandula",1,29,1,29,"too_rare"
"1704",1704,0.6047728544859,2,2,28,28,-0.707106781186547,0.707106781186547,0.188982236504614,-0.188982236504614,"89","290","2","0.8531","Helianthum",1,29,3,27,"too_rare"
"1705",1705,0.236136970221653,1.5,1.5,28.5,28.5,1.22474487139159,-1.22474487139159,-0.280975743474508,0.280975743474508,"89","290","2","0.8531","Stipa",3,27,0,30,"too_rare"
"1706",1706,1,0.5,0.5,29.5,29.5,0.707106781186547,-0.707106781186547,-0.0920574617898323,0.0920574617898323,"89","290","2","0.8531","Periploca",1,29,0,30,"too_rare"
"1707",1707,0.320515418275978,6,6,19,19,0.816496580927726,-0.816496580927726,-0.458831467741123,0.458831467741123,"89","291","1","0.8531","Stipa",8,17,4,21,"neutral"
"1708",1708,0.17207161769463,5.5,5.5,19.5,19.5,-1.06600358177805,1.06600358177805,0.566138517072298,-0.566138517072298,"89","291","1","0.8531","Helianthum",3,22,8,17,"neutral"
"1709",1709,0.461602801683476,4.5,4.5,20.5,20.5,-0.707106781186548,0.707106781186548,0.33129457822454,-0.33129457822454,"89","291","1","0.8531","Thymus",3,22,6,19,"too_rare"
"1710",1710,1,0.5,0.5,24.5,24.5,-0.707106781186547,0.707106781186547,0.101015254455221,-0.101015254455221,"89","291","1","0.8531","Phagnalon sp.",0,25,1,24,"too_rare"
"1711",1711,0.723673609831763,5,5,20,20,0.447213595499958,-0.447213595499958,-0.223606797749979,0.223606797749979,"89","291","1","0.8531","Asparagus",6,19,4,21,"neutral"
"1712",1712,0.519040028515736,6.5,6.5,18.5,18.5,-0.588348405414552,0.588348405414552,0.348742916231458,-0.348742916231458,"89","291","1","0.8531","Launaea",5,20,8,17,"neutral"
"1713",1713,0.47048642205879,1,1,24,24,-1,1,0.204124145231932,-0.204124145231932,"89","291","1","0.8531","Herradura 2",0,25,2,23,"too_rare"
"1714",1714,0.34577858615116,2.5,2.5,22.5,22.5,0.948683298050514,-0.948683298050514,-0.316227766016838,0.316227766016838,"89","291","1","0.8531","Teucrium sp2",4,21,1,24,"too_rare"
"1715",1715,0.699675625634705,4,4,21,21,0.5,-0.5,-0.218217890235992,0.218217890235992,"89","291","1","0.8531","Genista haenseleri",5,20,3,22,"too_rare"
"1716",1716,1,0.5,0.5,24.5,24.5,-0.707106781186547,0.707106781186547,0.101015254455221,-0.101015254455221,"89","291","1","0.8531","Ballota hirsuta",0,25,1,24,"too_rare"
"1717",1717,1,0.5,0.5,24.5,24.5,-0.707106781186547,0.707106781186547,0.101015254455221,-0.101015254455221,"89","291","1","0.8531","Genista ramosissima",0,25,1,24,"too_rare"
"1718",1718,1,0.5,0.5,24.5,24.5,-0.707106781186547,0.707106781186547,0.101015254455221,-0.101015254455221,"89","291","1","0.8531","Fagonia",0,25,1,24,"too_rare"
"1719",1719,1,0.5,0.5,24.5,24.5,0.707106781186547,-0.707106781186547,-0.101015254455221,0.101015254455221,"89","291","1","0.8531","Genista",1,24,0,25,"too_rare"
"1720",1720,1,0.5,0.5,24.5,24.5,-0.707106781186547,0.707106781186547,0.101015254455221,-0.101015254455221,"89","291","1","0.8531","Caralluma",0,25,1,24,"too_rare"
"1721",1721,1,1,1,24,24,0,0,0,0,"89","291","1","0.8531","Cardillo",1,24,1,24,"too_rare"
"1722",1722,1,0.5,0.5,24.5,24.5,0.707106781186547,-0.707106781186547,-0.101015254455221,0.101015254455221,"89","291","1","0.8531","Gensita haenseleri",1,24,0,25,"too_rare"
"1723",1723,1,1,1,24,24,0,0,0,0,"89","291","1","0.8531","Lavandula multifida",1,24,1,24,"too_rare"
"1724",1724,0.639267460246671,33.5,33.5,12.5,12.5,0.259160527674408,-0.259160527674408,-0.424264068711929,0.424264068711929,"89","292","0","0.8531","Macrocloa stipa",35,11,32,14,"neutral"
"1725",1725,0.160389615401379,4.5,4.5,41.5,41.5,1.17851130197758,-1.17851130197758,-0.388075262853166,0.388075262853166,"89","292","0","0.8531","Lycium",7,39,2,44,"too_rare"
"1726",1726,0.0608074408980543,12.5,12.5,33.5,33.5,-1.27279220613579,1.27279220613579,0.777481583023224,-0.777481583023224,"89","292","0","0.8531","Launaea lanifera",8,38,17,29,"neutral"
"1727",1727,1,4.5,4.5,41.5,41.5,0.235702260395516,-0.235702260395516,-0.0776150525706333,0.0776150525706333,"89","292","0","0.8531","Lavandula multifida",5,41,4,42,"too_rare"
"1728",1728,0.0359429620800767,20.5,20.5,25.5,25.5,-1.21474678682331,1.21474678682331,1.08916229727434,-1.08916229727434,"89","292","0","0.8531","Thymus",15,31,26,20,"bare"
"1729",1729,0.185694016414176,15.5,15.5,30.5,30.5,0.889000889001333,-0.889000889001333,-0.63375022229763,0.63375022229763,"89","292","0","0.8531","Genista ramosissima",19,27,12,34,"neutral"
"1730",1730,1,12.5,12.5,33.5,33.5,-0.14142135623731,0.14142135623731,0.086386842558136,-0.086386842558136,"89","292","0","0.8531","Asparagus horridus",12,34,13,33,"neutral"
"1731",1731,0.756888281831839,6,6,40,40,0.408248290463863,-0.408248290463863,-0.158113883008419,0.158113883008419,"89","292","0","0.8531","Teucrium sp1",7,39,5,41,"neutral"
"1732",1732,1,7,7,39,39,0,0,0,0,"89","292","0","0.8531","Sideritis hirsuta",7,39,7,39,"neutral"
"1733",1733,0.474658259792286,1,1,45,45,1,-1,-0.149071198499986,0.149071198499986,"89","292","0","0.8531","Cardillo",2,44,0,46,"too_rare"
"1734",1734,0.431609935381673,3.5,3.5,42.5,42.5,-0.801783725737273,0.801783725737273,0.230089496654211,-0.230089496654211,"89","292","0","0.8531","Teucrium sp2",2,44,5,41,"too_rare"
"1735",1735,1,4.5,4.5,41.5,41.5,0.235702260395516,-0.235702260395516,-0.0776150525706333,0.0776150525706333,"89","292","0","0.8531","Periploca",5,41,4,42,"too_rare"
"1736",1736,1,2,2,44,44,0,0,0,0,"89","292","0","0.8531","Palmito",2,44,2,44,"too_rare"
"1737",1737,1,0.5,0.5,45.5,45.5,0.707106781186547,-0.707106781186547,-0.0741249316661101,0.0741249316661101,"89","292","0","0.8531","Lycium peristatum",1,45,0,46,"too_rare"
"1738",1738,0.474658259792286,1,1,45,45,1,-1,-0.149071198499986,0.149071198499986,"89","292","0","0.8531","Asparagus albus",2,44,0,46,"too_rare"
"1739",1739,1,0.5,0.5,45.5,45.5,0.707106781186547,-0.707106781186547,-0.0741249316661101,0.0741249316661101,"89","292","0","0.8531","Phlomis purpurea",1,45,0,46,"too_rare"
"1740",1740,0.60918486246129,2,2,44,44,0.707106781186547,-0.707106781186547,-0.150755672288882,0.150755672288882,"89","292","0","0.8531","Ulex sp.",3,43,1,45,"too_rare"
"1741",1741,1,1,1,45,45,0,0,0,0,"89","292","0","0.8531","Hedisarum bovedanum",1,45,1,45,"too_rare"
"1742",1742,1,4,4,42,42,0,0,0,0,"89","292","0","0.8531","Genista haenseleri",4,42,4,42,"too_rare"
"1743",1743,0.240394828840796,1.5,1.5,44.5,44.5,-1.22474487139159,1.22474487139159,0.224859506698758,-0.224859506698758,"89","292","0","0.8531","Asteriscus",0,46,3,43,"too_rare"
"1744",1744,1,0.5,0.5,45.5,45.5,-0.707106781186547,0.707106781186547,0.0741249316661101,-0.0741249316661101,"89","292","0","0.8531","Lycium sp2",0,46,1,45,"too_rare"
"1745",1745,0.474658259792286,1,1,45,45,1,-1,-0.149071198499986,0.149071198499986,"89","292","0","0.8531","Ballota hirsuta",2,44,0,46,"too_rare"
"1746",1746,1,0.5,0.5,45.5,45.5,-0.707106781186547,0.707106781186547,0.0741249316661101,-0.0741249316661101,"89","292","0","0.8531","Helianthemum almeriense",0,46,1,45,"too_rare"
"1747",1747,1,1,1,45,45,0,0,0,0,"89","292","0","0.8531","Lavatera maritima",1,45,1,45,"too_rare"
"1748",1748,0.474658259792286,1,1,45,45,1,-1,-0.149071198499986,0.149071198499986,"89","292","0","0.8531","Cardillo leñoso",2,44,0,46,"too_rare"
"1749",1749,1,1,1,45,45,0,0,0,0,"89","292","0","0.8531","Stipa",1,45,1,45,"too_rare"
"1750",1750,1,0.5,0.5,45.5,45.5,0.707106781186547,-0.707106781186547,-0.0741249316661101,0.0741249316661101,"89","292","0","0.8531","Lycium intricatum",1,45,0,46,"too_rare"
"1751",1751,1,0.5,0.5,45.5,45.5,0.707106781186547,-0.707106781186547,-0.0741249316661101,0.0741249316661101,"89","292","0","0.8531","Phagnalon sp.",1,45,0,46,"too_rare"
"1752",1752,0.0910508133633203,7.5,7.5,39.5,39.5,1.27801930084539,-1.27801930084539,-0.556890098923011,0.556890098923011,"90","293","3","0.6304","Hormathophylla spinosa",11,36,4,43,"neutral"
"1753",1753,0.293319272788597,28,28,19,19,0.566946709513841,-0.566946709513841,-0.688247201611685,0.688247201611685,"90","293","3","0.6304","Thymus zygis",31,16,25,22,"neutral"
"1754",1754,1,4.5,4.5,42.5,42.5,-0.235702260395516,0.235702260395516,0.076696498884737,-0.076696498884737,"90","293","3","0.6304","Helianthemum apenninum",4,43,5,42,"too_rare"
"1755",1755,0.431634638475872,9,9,38,38,0.666666666666667,-0.666666666666667,-0.324442842261525,0.324442842261525,"90","293","3","0.6304","Quercus ilex",11,36,7,40,"neutral"
"1756",1756,0.357986652969375,2.5,2.5,44.5,44.5,0.948683298050514,-0.948683298050514,-0.224859506698758,0.224859506698758,"90","293","3","0.6304","Teucrium pseudochamaepitys",4,43,1,46,"too_rare"
"1757",1757,0.248950166238661,13,13,34,34,-0.832050294337844,0.832050294337844,0.514495755427526,-0.514495755427526,"90","293","3","0.6304","Hippocrepis bourgaei",10,37,16,31,"neutral"
"1758",1758,0.0838539672414984,16.5,16.5,30.5,30.5,-1.10782341881399,1.10782341881399,0.814821714382667,-0.814821714382667,"90","293","3","0.6304","Lavandula latifolia",12,35,21,26,"neutral"
"1759",1759,0.357986652969375,2.5,2.5,44.5,44.5,-0.948683298050514,0.948683298050514,0.224859506698758,-0.224859506698758,"90","293","3","0.6304","Genista cinerea",1,46,4,43,"too_rare"
"1760",1760,0.506820948659117,15,15,32,32,0.516397779494322,-0.516397779494322,-0.353553390593274,0.353553390593274,"90","293","3","0.6304","Helianthemum frigidulum",17,30,13,34,"neutral"
"1761",1761,1,0.5,0.5,46.5,46.5,-0.707106781186547,0.707106781186547,0.0733235575106767,-0.0733235575106767,"90","293","3","0.6304","Santolina elegans",0,47,1,46,"too_rare"
"1762",1762,0.0320489850188255,8.5,8.5,38.5,38.5,-1.54348726628258,1.54348726628258,0.725240667622842,-0.725240667622842,"90","293","3","0.6304","Phlomis lychnitis",4,43,13,34,"bare"
"1763",1763,0.00253690809838848,8,8,39,39,2.12132034355964,-2.12132034355964,-0.960768922830523,0.960768922830523,"90","293","3","0.6304","Crataegus monogyna",14,33,2,45,"nurse"
"1764",1764,0.00260650334180978,5,5,42,42,2.23606797749979,-2.23606797749979,-0.771516749810459,0.771516749810459,"90","293","3","0.6304","Berberis hispanica",10,37,0,47,"nurse"
"1765",1765,0.00260650334180978,5,5,42,42,2.23606797749979,-2.23606797749979,-0.771516749810459,0.771516749810459,"90","293","3","0.6304","Daphne gnidium",10,37,0,47,"nurse"
"1766",1766,0.609357832254257,2,2,45,45,-0.707106781186547,0.707106781186547,0.149071198499986,-0.149071198499986,"90","293","3","0.6304","Linum appressum",1,46,3,44,"too_rare"
"1767",1767,0.205581429311223,3,3,44,44,-1.15470053837925,1.15470053837925,0.301511344577764,-0.301511344577764,"90","293","3","0.6304","Eryngium campestre",1,46,5,42,"too_rare"
"1768",1768,0.0304998663555311,6,6,41,41,1.63299316185545,-1.63299316185545,-0.624695047554424,0.624695047554424,"90","293","3","0.6304","Rhamnus myrtifolia",10,37,2,45,"nurse"
"1769",1769,1,2.5,2.5,44.5,44.5,0.316227766016838,-0.316227766016838,-0.0749531688995861,0.0749531688995861,"90","293","3","0.6304","Carlina hispanica",3,44,2,45,"too_rare"
"1770",1770,0.474762670068018,1,1,46,46,1,-1,-0.147441956154897,0.147441956154897,"90","293","3","0.6304","Prunus spinosa",2,45,0,47,"too_rare"
"1771",1771,0.116065809922417,3.5,3.5,43.5,43.5,1.33630620956212,-1.33630620956212,-0.379049021789452,0.379049021789452,"90","293","3","0.6304","Rosa pouzinii",6,41,1,46,"too_rare"
"1772",1772,1,1.5,1.5,45.5,45.5,0.408248290463863,-0.408248290463863,-0.0741249316661101,0.0741249316661101,"90","293","3","0.6304","Thymus mastichina",2,45,1,46,"too_rare"
"1773",1773,0.609357832254257,2,2,45,45,-0.707106781186547,0.707106781186547,0.149071198499986,-0.149071198499986,"90","293","3","0.6304","Echinospartum boissieri",1,46,3,44,"too_rare"
"1774",1774,0.0304998663555311,6,6,41,41,-1.63299316185545,1.63299316185545,0.624695047554424,-0.624695047554424,"90","293","3","0.6304","Fumana ericifolia",2,45,10,37,"bare"
"1775",1775,1,1,1,46,46,0,0,0,0,"90","293","3","0.6304","Juniperus oxycedrus",1,46,1,46,"too_rare"
"1776",1776,1,0.5,0.5,46.5,46.5,0.707106781186547,-0.707106781186547,-0.0733235575106767,0.0733235575106767,"90","293","3","0.6304","Festuca scariosa",1,46,0,47,"too_rare"
"1777",1777,1,0.5,0.5,46.5,46.5,-0.707106781186547,0.707106781186547,0.0733235575106767,-0.0733235575106767,"90","293","3","0.6304","Thymelaea pubescens",0,47,1,46,"too_rare"
"1778",1778,0.12320655484687,16,16,29,29,1,-1,-0.742781352708207,0.742781352708207,"90","294","2","0.6682","Crataegus monogyna",20,25,12,33,"neutral"
"1779",1779,0.205455012958877,23.5,23.5,21.5,21.5,0.721994872381155,-0.721994872381155,-0.754829412424069,0.754829412424069,"90","294","2","0.6682","Thymus mastichina",27,18,20,25,"neutral"
"1780",1780,0.0528075114161134,27,27,18,18,-0.962250448649376,0.962250448649376,1.17851130197758,-1.17851130197758,"90","294","2","0.6682","Eryngium campestre",22,23,32,13,"neutral"
"1781",1781,0.756494922213653,6,6,39,39,0.408248290463863,-0.408248290463863,-0.160128153805087,0.160128153805087,"90","294","2","0.6682","Hormathophylla spinosa",7,38,5,40,"neutral"
"1782",1782,0.357385716037526,2.5,2.5,42.5,42.5,0.948683298050514,-0.948683298050514,-0.230089496654211,0.230089496654211,"90","294","2","0.6682","Lonicera arborea",4,41,1,44,"too_rare"
"1783",1783,0.0027131115551286,6.5,6.5,38.5,38.5,2.15727748652002,-2.15727748652002,-0.886405260427918,0.886405260427918,"90","294","2","0.6682","Berberis hispanica",12,33,1,44,"nurse"
"1784",1784,0.18937309460326,16.5,16.5,28.5,28.5,0.861640436855329,-0.861640436855329,-0.655610068107186,0.655610068107186,"90","294","2","0.6682","Quercus ilex",20,25,13,32,"neutral"
"1785",1785,0.0027131115551286,6.5,6.5,38.5,38.5,2.15727748652002,-2.15727748652002,-0.886405260427918,0.886405260427918,"90","294","2","0.6682","Acer monspessulanum",12,33,1,44,"nurse"
"1786",1786,0.124909824159219,2,2,43,43,-1.41421356237309,1.41421356237309,0.304997140665209,-0.304997140665209,"90","294","2","0.6682","Santolina elegans",0,45,4,41,"too_rare"
"1787",1787,0.43118803223907,3.5,3.5,41.5,41.5,0.801783725737273,-0.801783725737273,-0.2328451577119,0.2328451577119,"90","294","2","0.6682","Pistacia terebinthus",5,40,2,43,"too_rare"
"1788",1788,1,1.5,1.5,43.5,43.5,0.408248290463863,-0.408248290463863,-0.0758098043578903,0.0758098043578903,"90","294","2","0.6682","Lavandula latifolia",2,43,1,44,"too_rare"
"1789",1789,0.00467773498104727,7.5,7.5,37.5,37.5,2.00831604418561,-2.00831604418561,-0.898146239020499,0.898146239020499,"90","294","2","0.6682","Helleborus foetidus",13,32,2,43,"nurse"
"1790",1790,1,1,1,44,44,0,0,0,0,"90","294","2","0.6682","Hippocrepis bourgaei",1,44,1,44,"too_rare"
"1791",1791,0.0640268289972635,4,4,41,41,1.5,-1.5,-0.468521285665818,0.468521285665818,"90","294","2","0.6682","Rhamnus saxatilis",7,38,1,44,"too_rare"
"1792",1792,0.0188810401560988,5,5,40,40,1.78885438199983,-1.78885438199983,-0.632455532033676,0.632455532033676,"90","294","2","0.6682","Rosa pouzinii",9,36,1,44,"nurse"
"1793",1793,0.672603817441517,3,3,42,42,0.577350269189626,-0.577350269189626,-0.154303349962092,0.154303349962092,"90","294","2","0.6682","Quercus faginea",4,41,2,43,"too_rare"
"1794",1794,0.159885505204522,4.5,4.5,40.5,40.5,1.17851130197758,-1.17851130197758,-0.392837100659193,0.392837100659193,"90","294","2","0.6682","Juniperus oxycedrus",7,38,2,43,"too_rare"
