"","table_no","p_value","exp_nurse_p","exp_nurse_a","exp_bare_p","exp_bare_a","res_nurse_p","res_nurse_a","res_bare_p","res_bare_a","site_ID","ID","graz","aridity","species","nurse_p","nurse_a","bare_p","bare_a","association"
"147",147,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"6","18","1","0.8223","musgo ",0,75,1,74,"too_rare"
"148",148,0.243443186193133,1.5,1.5,73.5,73.5,-1.22474487139159,1.22474487139159,0.174963553055941,-0.174963553055941,"6","18","1","0.8223","Amelichloa ambigua",0,75,3,72,"too_rare"
"149",149,1,1.5,1.5,73.5,73.5,-0.408248290463863,0.408248290463863,0.0583211843519804,-0.0583211843519804,"6","18","1","0.8223","Baccharis 3",1,74,2,73,"too_rare"
"150",150,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"6","18","1","0.8223","Cereus ethiops",1,74,0,75,"too_rare"
"151",151,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"6","18","1","0.8223","Lycium gilliesianum",1,74,0,75,"too_rare"
"152",152,0.0692353462496247,4,4,71,71,-1.5,1.5,0.356034497458156,-0.356034497458156,"7","19","3","0.8738","Thymophylla pentachaeta",1,74,7,68,"too_rare"
"153",153,0.0016708706561987,14,14,61,61,2.1380899352994,-2.1380899352994,-1.02429503946317,1.02429503946317,"7","19","3","0.8738","Tetraglochin caespitosum",22,53,6,69,"nurse"
"154",154,7.01034704406664e-07,13,13,62,62,3.32820117735137,-3.32820117735137,-1.52400152400229,1.52400152400229,"7","19","3","0.8738","Poa ligularis",25,50,1,74,"nurse"
"155",155,5.95024440279719e-05,57,57,18,18,1.45698559277155,-1.45698559277155,-2.59272486435067,2.59272486435067,"7","19","3","0.8738","Nassella tenuis",68,7,46,29,"nurse"
"156",156,0.000497698941438315,31,31,44,44,1.97565832229452,-1.97565832229452,-1.6583123951777,1.6583123951777,"7","19","3","0.8738","Acantholippia seriphioides",42,33,20,55,"nurse"
"157",157,0.00199590815357255,8.5,8.5,66.5,66.5,2.22948160685261,-2.22948160685261,-0.797081141330456,0.797081141330456,"7","19","3","0.8738","Chuquiraga erinacea",15,60,2,73,"nurse"
"158",158,1,2,2,73,73,0,0,0,0,"7","19","3","0.8738","Junellia seriphioides",2,73,2,73,"too_rare"
"159",159,0.296221078978296,50.5,50.5,24.5,24.5,0.492518281311204,-0.492518281311204,-0.707106781186548,0.707106781186548,"7","19","3","0.8738","Gutierrezia baccharoides",54,21,47,28,"neutral"
"160",160,1,1,1,74,74,0,0,0,0,"7","19","3","0.8738","Margyricarpus pinnatus",1,74,1,74,"too_rare"
"161",161,1,1.5,1.5,73.5,73.5,0.408248290463863,-0.408248290463863,-0.0583211843519804,0.0583211843519804,"7","19","3","0.8738","Monttea aphylla",2,73,1,74,"too_rare"
"162",162,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"7","19","3","0.8738","Poa lanuginosa",1,74,0,75,"too_rare"
"163",163,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"7","19","3","0.8738","Ephedra ochreata",1,74,0,75,"too_rare"
"164",164,0.0140925168550349,9.5,9.5,65.5,65.5,1.78443563243839,-1.78443563243839,-0.679582269536737,0.679582269536737,"7","19","3","0.8738","Boopis anthemoides",15,60,4,71,"nurse"
"165",165,0.476546211785049,1,1,74,74,1,-1,-0.116247638743819,0.116247638743819,"7","19","3","0.8738","Bougainvillea spinosa",2,73,0,75,"too_rare"
"166",166,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"7","19","3","0.8738","Lycium gilliesianum",1,74,0,75,"too_rare"
"167",167,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"7","19","3","0.8738","Tristagma patagonicum",1,74,0,75,"too_rare"
"168",168,0.00370659943385024,6.5,6.5,68.5,68.5,2.15727748652002,-2.15727748652002,-0.664534302663195,0.664534302663195,"7","19","3","0.8738","Mulguraea aspera",12,63,1,74,"nurse"
"169",169,0.243443186193133,1.5,1.5,73.5,73.5,1.22474487139159,-1.22474487139159,-0.174963553055941,0.174963553055941,"7","19","3","0.8738","Echinopsis leucantha",3,72,0,75,"too_rare"
"170",170,0.128408188444953,2,2,73,73,1.41421356237309,-1.41421356237309,-0.234082294392261,0.234082294392261,"7","19","3","0.8738","Pappostipa speciosa",4,71,0,75,"too_rare"
"171",171,0.716323887581356,4,4,71,71,0.5,-0.5,-0.118678165819385,0.118678165819385,"7","19","3","0.8738","Hoffmannseggia trifoliata",5,70,3,72,"too_rare"
"172",172,1,1,1,74,74,0,0,0,0,"7","19","3","0.8738","Senecio melanopotamicus",1,74,1,74,"too_rare"
"173",173,0.243443186193133,1.5,1.5,73.5,73.5,1.22474487139159,-1.22474487139159,-0.174963553055941,0.174963553055941,"7","19","3","0.8738","Lycium chilense",3,72,0,75,"too_rare"
"174",174,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"7","19","3","0.8738","Larrea cuneifolia",0,75,1,74,"too_rare"
"175",175,0.128408188444953,2,2,73,73,1.41421356237309,-1.41421356237309,-0.234082294392261,0.234082294392261,"7","19","3","0.8738","Larrea divaricata",4,71,0,75,"too_rare"
"176",176,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"7","19","3","0.8738","Schinus johnstonii",1,74,0,75,"too_rare"
"177",177,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"7","19","3","0.8738","Nassella longiglumis",1,74,0,75,"too_rare"
"178",178,0.175265317285701,27.5,27.5,47.5,47.5,0.858116330321033,-0.858116330321033,-0.652928625099011,0.652928625099011,"7","20","2","0.8738","Acantholippia seriphioides",32,43,23,52,"neutral"
"179",179,5.02712907669004e-06,65,65,10,10,1.24034734589208,-1.24034734589208,-3.16227766016838,3.16227766016838,"7","20","2","0.8738","Nassella tenuis",75,0,55,20,"nurse"
"180",180,0.00370659943385024,6.5,6.5,68.5,68.5,2.15727748652002,-2.15727748652002,-0.664534302663195,0.664534302663195,"7","20","2","0.8738","Poa ligularis",12,63,1,74,"nurse"
"181",181,0.476546211785049,1,1,74,74,1,-1,-0.116247638743819,0.116247638743819,"7","20","2","0.8738","Senecio melanopotamicus",2,73,0,75,"too_rare"
"182",182,0.346581057357637,10.5,10.5,64.5,64.5,0.771516749810459,-0.771516749810459,-0.311286403182345,0.311286403182345,"7","20","2","0.8738","Gutierrezia baccharoides",13,62,8,67,"neutral"
"183",183,0.00578973557898365,16.5,16.5,58.5,58.5,1.84637236468999,-1.84637236468999,-0.98058067569092,0.98058067569092,"7","20","2","0.8738","Junellia seriphioides",24,51,9,66,"nurse"
"184",184,0.121521372097114,3.5,3.5,71.5,71.5,1.33630620956212,-1.33630620956212,-0.295656197994541,0.295656197994541,"7","20","2","0.8738","Lycium chilense",6,69,1,74,"too_rare"
"185",185,0.211299547333711,3,3,72,72,1.15470053837925,-1.15470053837925,-0.235702260395516,0.235702260395516,"7","20","2","0.8738","Mulguraea aspera",5,70,1,74,"too_rare"
"186",186,0.0351390449725864,6,6,69,69,1.63299316185545,-1.63299316185545,-0.481543412343077,0.481543412343077,"7","20","2","0.8738","Poa lanuginosa",10,65,2,73,"nurse"
"187",187,1,3.5,3.5,71.5,71.5,0.267261241912424,-0.267261241912424,-0.0591312395989083,0.0591312395989083,"7","20","2","0.8738","Monttea aphylla",4,71,3,72,"too_rare"
"188",188,0.36297143233983,2.5,2.5,72.5,72.5,0.948683298050514,-0.948683298050514,-0.176166065854411,0.176166065854411,"7","20","2","0.8738","Boopis anthemoides",4,71,1,74,"too_rare"
"189",189,0.101706930031093,5,5,70,70,1.34164078649987,-1.34164078649987,-0.358568582800318,0.358568582800318,"7","20","2","0.8738","Pappostipa speciosa",8,67,2,73,"neutral"
"190",190,1,1,1,74,74,0,0,0,0,"7","20","2","0.8738","Schinus johnstonii",1,74,1,74,"too_rare"
"191",191,0.128408188444953,2,2,73,73,1.41421356237309,-1.41421356237309,-0.234082294392261,0.234082294392261,"7","20","2","0.8738","Nassella longiglumis",4,71,0,75,"too_rare"
"192",192,0.676922239021379,3,3,72,72,0.577350269189626,-0.577350269189626,-0.117851130197758,0.117851130197758,"7","20","2","0.8738","Tetraglochin caespitosum",4,71,2,73,"too_rare"
"193",193,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"7","20","2","0.8738","Sphaeralcea mendocina",1,74,0,75,"too_rare"
"194",194,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"7","20","2","0.8738","Prosopis flexuosa",1,74,0,75,"too_rare"
"195",195,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"7","20","2","0.8738","Ephedra ochreata",1,74,0,75,"too_rare"
"196",196,1,2.5,2.5,72.5,72.5,0.316227766016838,-0.316227766016838,-0.0587220219514703,0.0587220219514703,"7","20","2","0.8738","Chuquiraga erinacea",3,72,2,73,"too_rare"
"197",197,0.476546211785049,1,1,74,74,1,-1,-0.116247638743819,0.116247638743819,"7","20","2","0.8738","Nassella chilensis",2,73,0,75,"too_rare"
"198",198,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"7","20","2","0.8738","Hoffmannseggia trifoliata",1,74,0,75,"too_rare"
"199",199,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"7","20","2","0.8738","Larrea divaricata",0,75,1,74,"too_rare"
"200",200,1,1,1,74,74,0,0,0,0,"7","20","2","0.8738","Grindelia spp.",1,74,1,74,"too_rare"
"201",201,7.27637592376845e-06,17,17,58,58,2.910427500436,-2.910427500436,-1.57567719431667,1.57567719431667,"7","21","1","0.8731","Pappostipa speciosa",29,46,5,70,"nurse"
"202",202,0.00379694974684709,14.5,14.5,60.5,60.5,1.96959649289584,-1.96959649289584,-0.964236519799838,0.964236519799838,"7","21","1","0.8731","Gutierrezia baccharoides",22,53,7,68,"nurse"
"203",203,3.08573132294004e-05,56.5,56.5,18.5,18.5,1.5299372420468,-1.5299372420468,-2.67369569110784,2.67369569110784,"7","21","1","0.8731","Nassella tenuis",68,7,45,30,"nurse"
"204",204,1.46810836378958e-05,21.5,21.5,53.5,53.5,2.69581933008596,-2.69581933008596,-1.70896481756166,1.70896481756166,"7","21","1","0.8731","Chuquiraga erinacea",34,41,9,66,"nurse"
"205",205,4.77380045363656e-05,27.5,27.5,47.5,47.5,2.38365647311398,-2.38365647311398,-1.81369062527503,1.81369062527503,"7","21","1","0.8731","Acantholippia seriphioides",40,35,15,60,"nurse"
"206",206,0.0796514232532589,12.5,12.5,62.5,62.5,1.27279220613579,-1.27279220613579,-0.569209978830308,0.569209978830308,"7","21","1","0.8731","Senna aphylla",17,58,8,67,"neutral"
"207",207,0.0926958025578129,10,10,65,65,1.26491106406735,-1.26491106406735,-0.496138938356834,0.496138938356834,"7","21","1","0.8731","Junellia seriphioides",14,61,6,69,"neutral"
"208",208,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"7","21","1","0.8731","Tetraglochin caespitosum",1,74,0,75,"too_rare"
"209",209,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"7","21","1","0.8731","Larrea divaricata",0,75,1,74,"too_rare"
"210",210,0.438806815987549,3.5,3.5,71.5,71.5,0.801783725737273,-0.801783725737273,-0.177393718796725,0.177393718796725,"7","21","1","0.8731","Monttea aphylla",5,70,2,73,"too_rare"
"211",211,0.531033566891266,5.5,5.5,69.5,69.5,0.639602149066831,-0.639602149066831,-0.17992804317122,0.17992804317122,"7","21","1","0.8731","Lycium chilense",7,68,4,71,"neutral"
"212",212,0.476546211785049,1,1,74,74,1,-1,-0.116247638743819,0.116247638743819,"7","21","1","0.8731","Senecio melanopotamicus",2,73,0,75,"too_rare"
"213",213,0.36297143233983,2.5,2.5,72.5,72.5,0.948683298050514,-0.948683298050514,-0.176166065854411,0.176166065854411,"7","21","1","0.8731","Boopis anthemoides",4,71,1,74,"too_rare"
"214",214,1,1.5,1.5,73.5,73.5,-0.408248290463863,0.408248290463863,0.0583211843519804,-0.0583211843519804,"7","21","1","0.8731","Prosopis flexuosa",1,74,2,73,"too_rare"
"215",215,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"7","21","1","0.8731","Grindelia chiloensis",1,74,0,75,"too_rare"
"216",216,0.128408188444953,2,2,73,73,1.41421356237309,-1.41421356237309,-0.234082294392261,0.234082294392261,"7","21","1","0.8731","Poa lanuginosa",4,71,0,75,"too_rare"
"217",217,1,4.5,4.5,70.5,70.5,0.235702260395516,-0.235702260395516,-0.0595491334175414,0.0595491334175414,"7","21","1","0.8731","Baccharis gilliesii",5,70,4,71,"too_rare"
"218",218,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"7","21","1","0.8731","Ephedra ochreata",0,75,1,74,"too_rare"
"219",219,1,0.5,0.5,74.5,74.5,-0.707106781186547,0.707106781186547,0.0579284446363492,-0.0579284446363492,"7","21","1","0.8731","Thymophylla pentachaeta",0,75,1,74,"too_rare"
"220",220,1,0.5,0.5,74.5,74.5,0.707106781186547,-0.707106781186547,-0.0579284446363492,0.0579284446363492,"7","21","1","0.8731","Poa ligularis",1,74,0,75,"too_rare"
"221",221,0.476546211785049,1,1,74,74,1,-1,-0.116247638743819,0.116247638743819,"7","21","1","0.8731","Jarava neaei",2,73,0,75,"too_rare"
"222",222,0.476546211785049,1,1,74,74,1,-1,-0.116247638743819,0.116247638743819,"7","21","1","0.8731","Mulguraea aspera",2,73,0,75,"too_rare"
"223",223,0.00146271658668115,5,5,20,20,2.23606797749979,-2.23606797749979,-1.11803398874989,1.11803398874989,"13","40","3","0.9011","Maireana turbinata",10,15,0,25,"nurse"
"224",224,0.000270040771827849,6,6,19,19,2.44948974278318,-2.44948974278318,-1.37649440322337,1.37649440322337,"13","40","3","0.9011","Minuria cunninghamii",12,13,0,25,"nurse"
"225",225,0.0886592320827466,13.5,13.5,11.5,11.5,-0.95257934441568,0.95257934441568,1.03209369308428,-1.03209369308428,"13","40","3","0.9011","Sclerolaena brachyptera",10,15,17,8,"neutral"
"226",226,1,6.5,6.5,18.5,18.5,0.196116135138184,-0.196116135138184,-0.116247638743819,0.116247638743819,"13","40","3","0.9011","Sclerolaena ventricosa",7,18,6,19,"neutral"
"227",227,0.699675625634705,21,21,4,4,0.218217890235992,-0.218217890235992,-0.5,0.5,"13","40","3","0.9011","Lotus cruentus",22,3,20,5,"too_rare"
"228",228,0.47048642205879,1,1,24,24,1,-1,-0.204124145231932,0.204124145231932,"13","40","3","0.9011","Sida corrugata",2,23,0,25,"too_rare"
"229",229,0.414992666397882,3.5,3.5,21.5,21.5,0.801783725737273,-0.801783725737273,-0.323498319610315,0.323498319610315,"13","40","3","0.9011","Sclerolaena divaricata",5,20,2,23,"too_rare"
"230",230,0.663421515816855,3,3,22,22,-0.577350269189626,0.577350269189626,0.21320071635561,-0.21320071635561,"13","40","3","0.9011","Sida fibulifera",2,23,4,21,"too_rare"
"231",231,1,0.5,0.5,24.5,24.5,0.707106781186547,-0.707106781186547,-0.101015254455221,0.101015254455221,"13","40","3","0.9011","Sclerolaena lanicuspis",1,24,0,25,"too_rare"
"232",232,0.47048642205879,1,1,24,24,1,-1,-0.204124145231932,0.204124145231932,"13","40","3","0.9011","Atriplex vesicaria",2,23,0,25,"too_rare"
"233",233,0.47048642205879,1,1,24,24,1,-1,-0.204124145231932,0.204124145231932,"13","40","3","0.9011","Maireana pyramidata",2,23,0,25,"too_rare"
"234",234,1,0.5,0.5,24.5,24.5,-0.707106781186547,0.707106781186547,0.101015254455221,-0.101015254455221,"13","40","3","0.9011","Eragrostis dielsii",0,25,1,24,"too_rare"
"235",235,0.233660388894587,1.5,1.5,23.5,23.5,1.22474487139159,-1.22474487139159,-0.309426373877638,0.309426373877638,"13","40","3","0.9011","Minuria leptophylla",3,22,0,25,"too_rare"
"236",236,0.17207161769463,19.5,19.5,5.5,5.5,0.566138517072298,-0.566138517072298,-1.06600358177805,1.06600358177805,"13","41","2","0.9008","Austrostipa scabra",22,3,17,8,"neutral"
"237",237,0.39271485645527,11,11,14,14,-0.603022689155527,0.603022689155527,0.534522483824849,-0.534522483824849,"13","41","2","0.9008","Sclerolaena patenticuspis",9,16,13,12,"neutral"
"238",238,0.0640775064510592,7.5,7.5,17.5,17.5,-1.27801930084539,1.27801930084539,0.836660026534076,-0.836660026534076,"13","41","2","0.9008","Enneapogon avenaceus",4,21,11,14,"neutral"
"239",239,0.0169253330039574,8.5,8.5,16.5,16.5,1.54348726628258,-1.54348726628258,-1.10782341881399,1.10782341881399,"13","41","2","0.9008","Sclerolaena obliquicuspis",13,12,4,21,"nurse"
"240",240,1,0.5,0.5,24.5,24.5,0.707106781186547,-0.707106781186547,-0.101015254455221,0.101015254455221,"13","41","2","0.9008","Solanum quadriloculatum",1,24,0,25,"too_rare"
"241",241,0.00172490312924079,14,14,11,11,-1.60356745147455,1.60356745147455,1.80906806746658,-1.80906806746658,"13","42","1","0.8989","Sclerolaena brachyptera",8,17,20,5,"bare"
"242",242,0.0537567049758594,4,4,21,21,1.5,-1.5,-0.654653670707977,0.654653670707977,"13","42","1","0.8989","Sida ",7,18,1,24,"too_rare"
"243",243,1,0.5,0.5,24.5,24.5,-0.707106781186547,0.707106781186547,0.101015254455221,-0.101015254455221,"13","42","1","0.8989","Sclerolaena eriacantha",0,25,1,24,"too_rare"
"244",244,1,13,13,12,12,0,0,0,0,"13","42","1","0.8989","Lotus cruentus",13,12,13,12,"neutral"
"245",245,0.723673609831763,5,5,20,20,-0.447213595499958,0.447213595499958,0.223606797749979,-0.223606797749979,"13","42","1","0.8989","Eragrostis setifolia",4,21,6,19,"neutral"
"246",246,0.247159973211907,4,4,21,21,-1,1,0.436435780471985,-0.436435780471985,"13","42","1","0.8989","Sclerolaena lanicuspis",2,23,6,19,"too_rare"
"247",247,1,3.5,3.5,21.5,21.5,-0.267261241912424,0.267261241912424,0.107832773203438,-0.107832773203438,"13","42","1","0.8989","Atriplex vesicaria",3,22,4,21,"too_rare"
"248",248,1,0.5,0.5,24.5,24.5,-0.707106781186547,0.707106781186547,0.101015254455221,-0.101015254455221,"13","42","1","0.8989","Sclerolaena diacantha",0,25,1,24,"too_rare"
"249",249,0.140907401798369,4.5,4.5,20.5,20.5,-1.17851130197758,1.17851130197758,0.552157630374233,-0.552157630374233,"13","42","1","0.8989","Sclerolaena ventricosa",2,23,7,18,"too_rare"
"250",250,0.0295574515601516,3,3,22,22,-1.73205080756888,1.73205080756888,0.639602149066831,-0.639602149066831,"13","42","1","0.8989","Sclerolaena divaricata",0,25,6,19,"too_rare"
"251",251,1,0.5,0.5,24.5,24.5,-0.707106781186547,0.707106781186547,0.101015254455221,-0.101015254455221,"13","42","1","0.8989","Maireana ",0,25,1,24,"too_rare"
"252",252,1,1.5,1.5,23.5,23.5,0.408248290463863,-0.408248290463863,-0.103142124625879,0.103142124625879,"13","42","1","0.8989","Austrodanthonia caespitosa",2,23,1,24,"too_rare"
"253",253,1,0.5,0.5,24.5,24.5,-0.707106781186547,0.707106781186547,0.101015254455221,-0.101015254455221,"13","42","1","0.8989","Austrostipa scabra",0,25,1,24,"too_rare"
"254",254,0.34577858615116,2.5,2.5,22.5,22.5,0.948683298050514,-0.948683298050514,-0.316227766016838,0.316227766016838,"13","43","0","0.9014","Minuria cunninghamii",4,21,1,24,"too_rare"
"255",255,0.0593464387919201,2.5,2.5,22.5,22.5,-1.58113883008419,1.58113883008419,0.52704627669473,-0.52704627669473,"13","43","0","0.9014","Sclerolaena diacantha",0,25,5,20,"too_rare"
"256",256,0.040524128286505,5.5,5.5,19.5,19.5,-1.49240501448927,1.49240501448927,0.792593923901217,-0.792593923901217,"13","43","0","0.9014","Sclerolaena brachyptera",2,23,9,16,"bare"
"257",257,0.699675625634705,4,4,21,21,-0.5,0.5,0.218217890235992,-0.218217890235992,"13","43","0","0.9014","Enteropogon acicularis",3,22,5,20,"too_rare"
"258",258,0.000530873924921623,7,7,18,18,2.26778683805536,-2.26778683805536,-1.4142135623731,1.4142135623731,"13","43","0","0.9014","Atriplex vesicaria",13,12,1,24,"nurse"
"259",259,0.0537567049758594,4,4,21,21,-1.5,1.5,0.654653670707977,-0.654653670707977,"13","43","0","0.9014","Sclerolaena ventricosa",1,24,7,18,"too_rare"
"260",260,1,3,3,22,22,0,0,0,0,"13","43","0","0.9014","Sida ",3,22,3,22,"too_rare"
"261",261,0.191694602051888,3,3,22,22,-1.15470053837925,1.15470053837925,0.426401432711221,-0.426401432711221,"13","43","0","0.9014","Eragrostis setifolia",1,24,5,20,"too_rare"
"262",262,1,2.5,2.5,22.5,22.5,-0.316227766016838,0.316227766016838,0.105409255338946,-0.105409255338946,"13","43","0","0.9014","Tripogon loliiformis",2,23,3,22,"too_rare"
"263",263,1,0.5,0.5,24.5,24.5,0.707106781186547,-0.707106781186547,-0.101015254455221,0.101015254455221,"13","43","0","0.9014","Maireana turbinata",1,24,0,25,"too_rare"
"264",264,1,0.5,0.5,49.5,49.5,-0.707106781186547,0.707106781186547,0.0710669054518702,-0.0710669054518702,"14","44","3","0.8087","Sclerolaena diacantha",0,50,1,49,"too_rare"
"265",265,1,0.5,0.5,49.5,49.5,0.707106781186547,-0.707106781186547,-0.0710669054518702,0.0710669054518702,"14","44","3","0.8087","Nitraria billardierei",1,49,0,50,"too_rare"
"266",266,1,0.5,0.5,49.5,49.5,0.707106781186547,-0.707106781186547,-0.0710669054518702,0.0710669054518702,"14","44","3","0.8087","Sclerolaena muricata var. muricata",1,49,0,50,"too_rare"
"267",267,0.241028167264432,1.5,1.5,48.5,48.5,1.22474487139159,-1.22474487139159,-0.215387447585321,0.215387447585321,"14","44","3","0.8087","Einadia nutans",3,47,0,50,"too_rare"
"268",268,0.241028167264432,1.5,1.5,48.5,48.5,1.22474487139159,-1.22474487139159,-0.215387447585321,0.215387447585321,"14","44","3","0.8087","Maireana aphylla",3,47,0,50,"too_rare"
"269",269,0.475050524053953,1,1,49,49,1,-1,-0.142857142857143,0.142857142857143,"14","44","3","0.8087","Paspalidium constrictum",2,48,0,50,"too_rare"
"270",270,0.475050524053953,1,1,49,49,1,-1,-0.142857142857143,0.142857142857143,"14","44","3","0.8087","Sclerolaena brachyptera",2,48,0,50,"too_rare"
